951	2.798476e+00
952	2.797648e+00
953	2.796818e+00
954	2.795957e+00
955	2.795127e+00
956	2.794266e+00
957	2.793437e+00
958	2.792607e+00
959	2.791748e+00
960	2.790920e+00
961	2.790063e+00
962	2.789238e+00
963	2.788415e+00
964	2.787563e+00
965	2.786744e+00
966	2.785928e+00
967	2.785083e+00
968	2.784272e+00
969	2.783434e+00
970	2.782630e+00
971	2.781830e+00
972	2.781002e+00
973	2.780211e+00
974	2.779423e+00
975	2.778610e+00
976	2.777833e+00
977	2.777061e+00
978	2.776264e+00
979	2.775504e+00
980	2.774719e+00
981	2.773972e+00
982	2.773231e+00
983	2.772467e+00
984	2.771741e+00
985	2.771023e+00
986	2.770282e+00
987	2.769580e+00
988	2.768887e+00
989	2.768172e+00
990	2.767497e+00
991	2.766832e+00
992	2.766146e+00
993	2.765501e+00
994	2.764866e+00
995	2.764211e+00
996	2.763599e+00
997	2.762998e+00
998	2.762378e+00
999	2.761801e+00
1000	2.761236e+00
1001	2.760654e+00
1002	2.760115e+00
1003	2.759590e+00
1004	2.759048e+00
1005	2.758552e+00
1006	2.758069e+00
1007	2.757571e+00
1008	2.757119e+00
1009	2.756683e+00
1010	2.756232e+00
1011	2.755827e+00
1012	2.755440e+00
1013	2.755039e+00
1014	2.754686e+00
1015	2.754351e+00
1016	2.754004e+00
1017	2.753706e+00
1018	2.753427e+00
1019	2.753167e+00
1020	2.752897e+00
1021	2.752677e+00
1022	2.752478e+00
1023	2.752269e+00
1024	2.752113e+00
1025	2.751977e+00
1026	2.751834e+00
1027	2.751744e+00
1028	2.751677e+00
1029	2.751602e+00
1030	2.751582e+00
1031	2.751587e+00
1032	2.751616e+00
1033	2.751639e+00
1034	2.751719e+00
1035	2.751825e+00
1036	2.751927e+00
1037	2.752086e+00
1038	2.752273e+00
1039	2.752457e+00
1040	2.752699e+00
1041	2.752971e+00
1042	2.753272e+00
1043	2.753572e+00
1044	2.753932e+00
1045	2.754324e+00
1046	2.754716e+00
1047	2.755170e+00
1048	2.755656e+00
1049	2.756175e+00
1050	2.756696e+00
1051	2.757282e+00
1052	2.757902e+00
1053	2.758526e+00
1054	2.759216e+00
1055	2.759942e+00
1056	2.760704e+00
1057	2.761472e+00
1058	2.762308e+00
1059	2.763182e+00
1060	2.764095e+00
1061	2.765016e+00
1062	2.766007e+00
1063	2.767039e+00
1064	2.768080e+00
1065	2.769194e+00
1066	2.770350e+00
1067	2.771548e+00
1068	2.772759e+00
1069	2.774044e+00
1070	2.775374e+00
1071	2.776749e+00
1072	2.778139e+00
1073	2.779606e+00
1074	2.781121e+00
1075	2.782683e+00
1076	2.784262e+00
1077	2.785921e+00
1078	2.787630e+00
1079	2.789359e+00
1080	2.791170e+00
1081	2.793033e+00
1082	2.794948e+00
1083	2.796885e+00
1084	2.798908e+00
1085	2.800986e+00
1086	2.803119e+00
1087	2.805278e+00
1088	2.807525e+00
1089	2.809830e+00
1090	2.812193e+00
1091	2.814585e+00
1092	2.817069e+00
1093	2.819615e+00
1094	2.822222e+00
1095	2.824861e+00
1096	2.827596e+00
1097	2.830396e+00
1098	2.833261e+00
1099	2.836161e+00
1100	2.839161e+00
