300	4.024400e-01	3.703383e+00
301	4.270500e-01	3.499941e+00
302	4.530000e-01	3.306371e+00
303	4.803500e-01	3.121919e+00
304	5.091700e-01	2.945806e+00
305	5.318900e-01	2.818218e+00
306	5.553200e-01	2.695617e+00
307	5.796300e-01	2.576848e+00
308	6.048500e-01	2.461574e+00
309	6.270100e-01	2.366150e+00
310	6.449800e-01	2.292349e+00
311	6.633400e-01	2.219929e+00
312	6.821200e-01	2.148673e+00
313	7.013100e-01	2.078516e+00
314	7.143300e-01	2.032300e+00
315	7.270500e-01	1.988137e+00
316	7.399100e-01	1.944403e+00
317	7.529300e-01	1.900984e+00
318	7.641600e-01	1.864168e+00
319	7.727100e-01	1.836499e+00
320	7.813100e-01	1.808959e+00
321	7.899500e-01	1.781561e+00
322	7.986300e-01	1.754284e+00
323	8.047300e-01	1.735251e+00
324	8.105100e-01	1.717311e+00
325	8.162900e-01	1.699454e+00
326	8.220900e-01	1.681613e+00
327	8.272200e-01	1.665889e+00
328	8.311900e-01	1.653754e+00
329	8.351600e-01	1.641645e+00
330	8.391200e-01	1.629588e+00
331	8.430800e-01	1.617552e+00
332	8.460700e-01	1.608474e+00
333	8.488700e-01	1.599981e+00
334	8.516700e-01	1.591493e+00
335	8.544600e-01	1.583040e+00
336	8.570000e-01	1.575348e+00
337	8.590400e-01	1.569170e+00
338	8.610700e-01	1.563025e+00
339	8.631000e-01	1.556878e+00
340	8.651200e-01	1.550762e+00
341	8.667400e-01	1.545856e+00
342	8.682700e-01	1.541222e+00
343	8.697800e-01	1.536648e+00
344	8.712900e-01	1.532072e+00
345	8.727100e-01	1.527767e+00
346	8.738800e-01	1.524219e+00
347	8.750400e-01	1.520700e+00
348	8.762100e-01	1.517150e+00
349	8.773600e-01	1.513659e+00
350	8.783400e-01	1.510682e+00
351	8.792600e-01	1.507887e+00
352	8.801800e-01	1.505091e+00
353	8.810900e-01	1.502324e+00
354	8.819600e-01	1.499677e+00
355	8.827000e-01	1.497425e+00
356	8.834400e-01	1.495173e+00
357	8.841700e-01	1.492949e+00
358	8.849000e-01	1.490725e+00
359	8.855500e-01	1.488744e+00
360	8.861500e-01	1.486914e+00
361	8.867600e-01	1.485053e+00
362	8.873600e-01	1.483222e+00
363	8.879400e-01	1.481452e+00
364	8.884500e-01	1.479894e+00
365	8.889500e-01	1.478367e+00
366	8.894600e-01	1.476808e+00
367	8.899600e-01	1.475279e+00
368	8.904100e-01	1.473903e+00
369	8.908400e-01	1.472587e+00
370	8.912600e-01	1.471302e+00
371	8.916900e-01	1.469986e+00
372	8.921100e-01	1.468699e+00
373	8.924700e-01	1.467597e+00
374	8.928400e-01	1.466463e+00
375	8.932100e-01	1.465329e+00
376	8.935700e-01	1.464225e+00
377	8.939100e-01	1.463182e+00
378	8.942300e-01	1.462200e+00
379	8.945500e-01	1.461218e+00
380	8.948600e-01	1.460266e+00
381	8.951800e-01	1.459283e+00
382	8.954600e-01	1.458423e+00
383	8.957400e-01	1.457563e+00
384	8.960200e-01	1.456703e+00
385	8.963000e-01	1.455842e+00
386	8.965600e-01	1.455042e+00
387	8.968100e-01	1.454273e+00
388	8.970500e-01	1.453535e+00
389	8.973000e-01	1.452766e+00
390	8.975400e-01	1.452027e+00
391	8.977700e-01	1.451319e+00
392	8.979900e-01	1.450641e+00
393	8.982100e-01	1.449964e+00
394	8.984300e-01	1.449286e+00
395	8.986400e-01	1.448639e+00
396	8.988400e-01	1.448022e+00
397	8.990400e-01	1.447406e+00
398	8.992400e-01	1.446789e+00
399	8.994300e-01	1.446203e+00
400	8.996200e-01	1.445617e+00
401	8.998000e-01	1.445062e+00
402	8.999800e-01	1.444506e+00
403	9.001600e-01	1.443951e+00
404	9.003300e-01	1.443426e+00
405	9.004900e-01	1.442932e+00
406	9.006600e-01	1.442407e+00
407	9.008200e-01	1.441912e+00
408	9.009800e-01	1.441418e+00
409	9.011300e-01	1.440955e+00
410	9.012900e-01	1.440460e+00
411	9.014400e-01	1.439996e+00
412	9.015800e-01	1.439564e+00
413	9.017300e-01	1.439100e+00
414	9.018700e-01	1.438667e+00
415	9.020100e-01	1.438234e+00
416	9.021400e-01	1.437831e+00
417	9.022800e-01	1.437398e+00
418	9.024100e-01	1.436996e+00
419	9.025400e-01	1.436593e+00
420	9.026700e-01	1.436191e+00
421	9.027900e-01	1.435820e+00
422	9.029200e-01	1.435417e+00
423	9.030300e-01	1.435076e+00
424	9.031500e-01	1.434704e+00
425	9.032700e-01	1.434333e+00
426	9.033900e-01	1.433961e+00
427	9.035000e-01	1.433620e+00
428	9.036100e-01	1.433279e+00
429	9.037200e-01	1.432938e+00
430	9.038300e-01	1.432597e+00
431	9.039300e-01	1.432287e+00
432	9.040400e-01	1.431946e+00
433	9.041400e-01	1.431636e+00
434	9.042400e-01	1.431326e+00
435	9.043400e-01	1.431015e+00
436	9.044400e-01	1.430705e+00
437	9.045400e-01	1.430395e+00
438	9.046300e-01	1.430115e+00
439	9.047300e-01	1.429805e+00
440	9.048200e-01	1.429526e+00
441	9.049100e-01	1.429246e+00
442	9.050000e-01	1.428967e+00
443	9.050900e-01	1.428687e+00
444	9.051800e-01	1.428408e+00
445	9.052600e-01	1.428159e+00
446	9.053500e-01	1.427880e+00
447	9.054300e-01	1.427631e+00
448	9.055200e-01	1.427351e+00
449	9.056000e-01	1.427103e+00
450	9.056800e-01	1.426854e+00
451	9.057600e-01	1.426606e+00
452	9.058400e-01	1.426357e+00
453	9.059200e-01	1.426108e+00
454	9.059900e-01	1.425891e+00
