	301	-nan	-nan	1.988293e+01	-nan	-nan
	302	-nan	-nan	1.743497e+01	-nan	-nan
	303	-nan	-nan	1.527033e+01	-nan	-nan
	304	-nan	-nan	1.335400e+01	-nan	-nan
	305	-nan	-nan	1.205598e+01	-nan	-nan
	306	-nan	-nan	1.087908e+01	-nan	-nan
	307	-nan	-nan	9.803790e+00	-nan	-nan
	308	-nan	-nan	8.820261e+00	-nan	-nan
	309	-nan	-nan	8.050233e+00	-nan	-nan
	310	-nan	-nan	7.481744e+00	-nan	-nan
	311	-nan	-nan	6.946540e+00	-nan	-nan
	312	-nan	-nan	6.441591e+00	-nan	-nan
	313	-nan	-nan	5.965157e+00	-nan	-nan
	314	-nan	-nan	5.662425e+00	-nan	-nan
	315	-nan	-nan	5.381306e+00	-nan	-nan
	316	-nan	-nan	5.110712e+00	-nan	-nan
	317	-nan	-nan	4.849674e+00	-nan	-nan
	318	-nan	-nan	4.634227e+00	-nan	-nan
	319	-nan	-nan	4.475840e+00	-nan	-nan
	320	-nan	-nan	4.321175e+00	-nan	-nan
	321	-nan	-nan	4.170247e+00	-nan	-nan
	322	-nan	-nan	4.022883e+00	-nan	-nan
	323	-nan	-nan	3.921756e+00	-nan	-nan
	324	-nan	-nan	3.827709e+00	-nan	-nan
	325	-nan	-nan	3.735323e+00	-nan	-nan
	326	-nan	-nan	3.644224e+00	-nan	-nan
	327	-nan	-nan	3.564940e+00	-nan	-nan
	328	-nan	-nan	3.504388e+00	-nan	-nan
	329	-nan	-nan	3.444514e+00	-nan	-nan
	330	-nan	-nan	3.385449e+00	-nan	-nan
	331	-nan	-nan	3.327020e+00	-nan	-nan
	332	-nan	-nan	3.283314e+00	-nan	-nan
	333	-nan	-nan	3.242696e+00	-nan	-nan
	334	-nan	-nan	3.202373e+00	-nan	-nan
	335	-nan	-nan	3.162480e+00	-nan	-nan
	336	-nan	-nan	3.126403e+00	-nan	-nan
	337	-nan	-nan	3.097592e+00	-nan	-nan
	338	-nan	-nan	3.069064e+00	-nan	-nan
	339	-nan	-nan	3.040674e+00	-nan	-nan
	340	-nan	-nan	3.012559e+00	-nan	-nan
	341	-nan	-nan	2.990106e+00	-nan	-nan
	342	-nan	-nan	2.968978e+00	-nan	-nan
	343	-nan	-nan	2.948197e+00	-nan	-nan
	344	-nan	-nan	2.927487e+00	-nan	-nan
	345	-nan	-nan	2.908074e+00	-nan	-nan
	346	-nan	-nan	2.892124e+00	-nan	-nan
	347	-nan	-nan	2.876349e+00	-nan	-nan
	348	-nan	-nan	2.860478e+00	-nan	-nan
	349	-nan	-nan	2.844917e+00	-nan	-nan
	350	-nan	-nan	2.831685e+00	-nan	-nan
	351	-nan	-nan	2.819288e+00	-nan	-nan
	352	-nan	-nan	2.806914e+00	-nan	-nan
	353	-nan	-nan	2.794697e+00	-nan	-nan
	354	-nan	-nan	2.783037e+00	-nan	-nan
	355	-nan	-nan	2.773136e+00	-nan	-nan
	356	-nan	-nan	2.763249e+00	-nan	-nan
	357	-nan	-nan	2.753509e+00	-nan	-nan
	358	-nan	-nan	2.743783e+00	-nan	-nan
	359	-nan	-nan	2.735135e+00	-nan	-nan
	360	-nan	-nan	2.727161e+00	-nan	-nan
	361	-nan	-nan	2.719063e+00	-nan	-nan
	362	-nan	-nan	2.711107e+00	-nan	-nan
	363	-nan	-nan	2.703425e+00	-nan	-nan
	364	-nan	-nan	2.696676e+00	-nan	-nan
	365	-nan	-nan	2.690066e+00	-nan	-nan
	366	-nan	-nan	2.683330e+00	-nan	-nan
	367	-nan	-nan	2.676731e+00	-nan	-nan
	368	-nan	-nan	2.670798e+00	-nan	-nan
	369	-nan	-nan	2.665133e+00	-nan	-nan
	370	-nan	-nan	2.659603e+00	-nan	-nan
	371	-nan	-nan	2.653946e+00	-nan	-nan
	372	-nan	-nan	2.648425e+00	-nan	-nan
	373	-nan	-nan	2.643696e+00	-nan	-nan
	374	-nan	-nan	2.638838e+00	-nan	-nan
	375	-nan	-nan	2.633983e+00	-nan	-nan
	376	-nan	-nan	2.629263e+00	-nan	-nan
	377	-nan	-nan	2.624807e+00	-nan	-nan
	378	-nan	-nan	2.620616e+00	-nan	-nan
	379	-nan	-nan	2.616427e+00	-nan	-nan
	380	-nan	-nan	2.612370e+00	-nan	-nan
	381	-nan	-nan	2.608186e+00	-nan	-nan
	382	-nan	-nan	2.604526e+00	-nan	-nan
	383	-nan	-nan	2.600868e+00	-nan	-nan
	384	-nan	-nan	2.597211e+00	-nan	-nan
	385	-nan	-nan	2.593556e+00	-nan	-nan
	386	-nan	-nan	2.590163e+00	-nan	-nan
	387	-nan	-nan	2.586903e+00	-nan	-nan
	388	-nan	-nan	2.583774e+00	-nan	-nan
	389	-nan	-nan	2.580516e+00	-nan	-nan
	390	-nan	-nan	2.577389e+00	-nan	-nan
	391	-nan	-nan	2.574394e+00	-nan	-nan
	392	-nan	-nan	2.571530e+00	-nan	-nan
	393	-nan	-nan	2.568667e+00	-nan	-nan
	394	-nan	-nan	2.565805e+00	-nan	-nan
	395	-nan	-nan	2.563073e+00	-nan	-nan
	396	-nan	-nan	2.560473e+00	-nan	-nan
	397	-nan	-nan	2.557874e+00	-nan	-nan
	398	-nan	-nan	2.555275e+00	-nan	-nan
	399	-nan	-nan	2.552807e+00	-nan	-nan
	400	-nan	-nan	2.550340e+00	-nan	-nan
	401	-nan	-nan	2.548003e+00	-nan	-nan
	402	-nan	-nan	2.545667e+00	-nan	-nan
	403	-nan	-nan	2.543331e+00	-nan	-nan
	404	-nan	-nan	2.541126e+00	-nan	-nan
	405	-nan	-nan	2.539051e+00	-nan	-nan
	406	-nan	-nan	2.536847e+00	-nan	-nan
	407	-nan	-nan	2.534773e+00	-nan	-nan
	408	-nan	-nan	2.532699e+00	-nan	-nan
	409	-nan	-nan	2.530755e+00	-nan	-nan
	410	-nan	-nan	2.528683e+00	-nan	-nan
	411	-nan	-nan	2.526740e+00	-nan	-nan
	412	-nan	-nan	2.524927e+00	-nan	-nan
	413	-nan	-nan	2.522985e+00	-nan	-nan
	414	-nan	-nan	2.521173e+00	-nan	-nan
	415	-nan	-nan	2.519362e+00	-nan	-nan
	416	-nan	-nan	2.517680e+00	-nan	-nan
	417	-nan	-nan	2.515869e+00	-nan	-nan
	418	-nan	-nan	2.514187e+00	-nan	-nan
	419	-nan	-nan	2.512506e+00	-nan	-nan
	420	-nan	-nan	2.510826e+00	-nan	-nan
	421	-nan	-nan	2.509275e+00	-nan	-nan
	422	-nan	-nan	2.507594e+00	-nan	-nan
	423	-nan	-nan	2.506173e+00	-nan	-nan
	424	-nan	-nan	2.504623e+00	-nan	-nan
	425	-nan	-nan	2.503072e+00	-nan	-nan
	426	-nan	-nan	2.501523e+00	-nan	-nan
	427	-nan	-nan	2.500102e+00	-nan	-nan
	428	-nan	-nan	2.498682e+00	-nan	-nan
	429	-nan	-nan	2.497262e+00	-nan	-nan
	430	-nan	-nan	2.495842e+00	-nan	-nan
	431	-nan	-nan	2.494551e+00	-nan	-nan
	432	-nan	-nan	2.493132e+00	-nan	-nan
	433	-nan	-nan	2.491841e+00	-nan	-nan
	434	-nan	-nan	2.490551e+00	-nan	-nan
	435	-nan	-nan	2.489261e+00	-nan	-nan
	436	-nan	-nan	2.487972e+00	-nan	-nan
	437	-nan	-nan	2.486682e+00	-nan	-nan
	438	-nan	-nan	2.485522e+00	-nan	-nan
	439	-nan	-nan	2.484232e+00	-nan	-nan
	440	-nan	-nan	2.483072e+00	-nan	-nan
	441	-nan	-nan	2.481912e+00	-nan	-nan
	442	-nan	-nan	2.480752e+00	-nan	-nan
	443	-nan	-nan	2.479593e+00	-nan	-nan
	444	-nan	-nan	2.478433e+00	-nan	-nan
	445	-nan	-nan	2.477402e+00	-nan	-nan
	446	-nan	-nan	2.476243e+00	-nan	-nan
	447	-nan	-nan	2.475212e+00	-nan	-nan
	448	-nan	-nan	2.474053e+00	-nan	-nan
	449	-nan	-nan	2.473023e+00	-nan	-nan
	450	-nan	-nan	2.471993e+00	-nan	-nan
	451	-nan	-nan	2.470963e+00	-nan	-nan
	452	-nan	-nan	2.469933e+00	-nan	-nan
